name,barcode,cost,price,margin,stock,min_stock,is_weighted,weight,category
Te Toro G-2 1000grs,7804687540063,,1150,0,7,5,false,1000,no perecibles
Arroz Monarca G-2 900grs,7804658860473,,1150,0,5,5,false,900,no perecibles
Arroz Tucapel Blue Bonnet 900grs,7801420001850,,1550,0,5,5,false,900,no perecibles
Azucar El Monarca 900grs,7804658860480,,1150,0,6,5,false,900,no perecibles
Atun Desmenuzado Agua San Remo 140grs,7804461000431,,980,0,4,5,false,140,no perecibles
Atun Desmenuzado Aceite San Remo 140grs,7804461000424,,980,0,3,5,false,140,no perecibles
Lomitos Atun Agua Angelmo 140grs,7804660230011,,1730,0,5,5,false,140,no perecibles
Lomitos Atun Aceite Angelmo 140grs,7804660230028,,1730,0,9,5,false,140,no perecibles
Atun Lomitos Van Camp's 160grs,7702367003900,,2100,0,1,5,false,160,no perecibles
Atun Lomitos Agua San Remo 140grs,8852084507027,,1550,0,4,5,false,140,no perecibles
Atun Lomitos Aceite San Remo 140grs,8852084507034,,1550,0,1,5,false,140,no perecibles
Vinagre de Manzana Don Juan 500ml,7802351000585,,2050,0,4,5,false,500,no perecibles
Mostaza JB Doypack 250grs,7802640810161,,1590,0,2,5,false,250,no perecibles
Mostaza JB 100grs,7802640600076,,650,0,4,5,false,100,no perecibles
Ketchup JB Doypack 100grs,7802640600090,,650,0,9,5,false,100,no perecibles
Ketchup JB 250grs,7802640810178,,1590,0,3,5,false,250,no perecibles
